property_type,society,sector,price,price_per_sqft,area,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,agePossession,super_built_up_area,built_up_area,carpet_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,area_room_ratio
flat,shapoorji pallonji joyville gurugram,sector 102,2.15,12707.0,1692.0,Super Built up area 1692(157.19 sq.m.)Built Up area: 1690 sq.ft. (157.01 sq.m.)Carpet area: 1592 sq.ft. (147.9 sq.m.),3,3,3,10.0,South-West,Relatively Old,1692.0,1690.0,1592.0,0,0,0,0,0,2,49,564.0
flat,tarc maceo,sector 91,0.95,5952.0,1596.0,Super Built up area 1310(121.7 sq.m.),2,2,2,10.0,East,Relatively Old,1310.0,,,0,0,0,0,0,1,77,798.0
flat,vatika lifestyle homes,sector 83,1.05,7500.0,1400.0,Super Built up area 1755(163.04 sq.m.)Built Up area: 1600 sq.ft. (148.64 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3,2,2,1.0,South-West,Moderate Old,1755.0,1600.0,1400.0,0,0,0,0,0,2,106,466.6666666666667
flat,m3m skycity,sector 65,2.1,16031.0,1310.0,Super Built up area 1310(121.7 sq.m.),2,2,2,43.0,,New property,1310.0,,,0,0,0,0,0,1,127,655.0
flat,breez global heights,sohna road,0.28,7143.0,392.0,Carpet area: 399 (37.07 sq.m.),1,1,1,4.0,,New property,,,399.0,0,0,0,0,0,0,26,392.0
flat,ss the leaf,sector 85,1.84,7641.0,2408.0,Super Built up area 2408(223.71 sq.m.)Carpet area: 1685 sq.ft. (156.54 sq.m.),3,4,3,8.0,South-East,Relatively Old,2408.0,,1685.0,0,0,0,1,0,1,158,802.6666666666666
house,independent,sector 4,1.25,8681.0,1440.0,Built Up area: 160 (14.86 sq.m.),2,3,0,1.0,,Undefined,,160.0,,0,0,0,0,0,1,0,720.0
flat,bptp astaire gardens,sector 70a,1.25,8772.0,1425.0,Super Built up area 1425(132.39 sq.m.)Built Up area: 1300 sq.ft. (120.77 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),3,3,2,1.0,South-East,Relatively Old,1425.0,1300.0,1200.0,0,0,0,0,1,1,49,475.0
flat,eldeco accolade,sohna road,1.14,6529.0,1746.0,Super Built up area 1751(162.67 sq.m.)Carpet area: 1062 sq.ft. (98.66 sq.m.),3,3,3+,4.0,East,Relatively Old,1751.0,,1062.0,0,0,0,0,0,1,157,582.0
flat,tulip violet,sector 69,1.7,10773.0,1578.0,Super Built up area 1578(146.6 sq.m.),3,3,2,0.0,South-East,Relatively Old,1578.0,,,0,0,0,1,0,1,49,526.0
flat,supertech araville,sector 79,1.35,9000.0,1500.0,Super Built up area 1530(142.14 sq.m.)Built Up area: 1350 sq.ft. (125.42 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),2,2,3,6.0,East,New property,1530.0,1350.0,1200.0,1,0,0,0,1,2,88,750.0
flat,parsvnath exotica,sector 53,5.0,17271.0,2895.0,Super Built up area 2895(268.95 sq.m.)Built Up area: 2500 sq.ft. (232.26 sq.m.)Carpet area: 2200 sq.ft. (204.39 sq.m.),3,4,3+,8.0,North-East,Relatively Old,2895.0,2500.0,2200.0,0,1,0,1,1,2,49,965.0
house,dlf city plots,sector 26,18.0,39841.0,4518.0,Plot area 502(419.74 sq.m.),6,6,2,3.0,North,Old property,,4518.0,,0,1,0,1,1,2,49,753.0
flat,ss the leaf,sector 85,1.65,6852.0,2408.0,Super Built up area 2408(223.71 sq.m.),3,4,3,9.0,,New property,2408.0,,,0,0,0,1,0,1,21,802.6666666666666
house,sai kripa floors 5,sector 11,0.9,11250.0,800.0,Plot area 800(74.32 sq.m.),2,5,3,3.0,,Relatively Old,,800.0,,0,0,0,0,0,1,0,400.0
flat,shapoorji pallonji joyville gurugram,sector 102,2.03,11998.0,1692.0,Super Built up area 1692(157.19 sq.m.)Carpet area: 1027.68 sq.ft. (95.47 sq.m.),3,3,2,1.0,,New property,1692.0,,1027.68,0,0,0,0,0,1,67,564.0
flat,m3m latitude,sector 65,4.6,26791.0,1717.0,Carpet area: 1717 (159.51 sq.m.),3,3,3,7.0,South,New property,,,1717.0,1,1,1,1,0,1,115,572.3333333333334
house,independent,sector 9,3.4,12938.0,2628.0,Plot area 292(244.15 sq.m.),9,9,3,3.0,West,Moderate Old,,2628.0,,0,0,0,0,0,2,61,292.0
house,independent,sector 40,2.1,23333.0,900.0,Plot area 900(83.61 sq.m.),3,3,2,3.0,North,Moderate Old,,900.0,,0,0,0,0,1,2,35,300.0
flat,central park resorts,sector 48,11.25,28266.0,3980.0,Carpet area: 3980 (369.75 sq.m.),4,5,3+,2.0,North-West,Relatively Old,,,3980.0,0,1,0,1,0,1,45,995.0
house,independent,sector 25,7.3,12586.0,5800.0,Plot area 215(179.77 sq.m.)Built Up area: 5800 sq.yards (4849.54 sq.m.)Carpet area: 5200 sq.yards (4347.86 sq.m.),9,9,2,3.0,North-West,Relatively Old,,5800.0,5200.0,0,1,1,0,0,2,109,644.4444444444445
house,vipul tatvam villa,sector 48,22.0,26667.0,8250.0,Plot area 1000(836.13 sq.m.),5,6,3,3.0,,Moderate Old,,1000.0,,0,1,0,0,0,1,54,1650.0
flat,tulip white,sector 69,0.9,6787.0,1326.0,Carpet area: 1326 (123.19 sq.m.),3,2,3,6.0,North-East,Relatively Old,,,1326.0,0,0,0,1,0,1,121,442.0
flat,emaar gurgaon greens,sector 102,1.42,8606.0,1650.0,Super Built up area 1650(153.29 sq.m.)Carpet area: 1022 sq.ft. (94.95 sq.m.),3,3,3,4.0,North,Relatively Old,1650.0,,1022.0,0,0,0,0,1,1,49,550.0
house,bptp visionnaire,sector 70a,5.25,20115.0,2610.0,Plot area 290(242.48 sq.m.),5,4,3+,3.0,North-East,New property,,2610.0,,0,1,0,0,0,2,49,522.0
flat,dlf regency park,sector 28,2.25,14516.0,1550.0,Super Built up area 1777(165.09 sq.m.)Built Up area: 1700 sq.ft. (157.94 sq.m.)Carpet area: 1550 sq.ft. (144 sq.m.),3,3,2,16.0,West,Old property,1777.0,1700.0,1550.0,0,1,0,0,0,1,89,516.6666666666666
flat,central park flower valley,sector 33,1.79,11251.0,1591.0,Super Built up area 1789(166.2 sq.m.),3,3,3,3.0,South,Old property,1789.0,,,0,0,0,0,0,1,71,530.3333333333334
flat,tarc maceo,sector 91,1.5,6466.0,2320.0,Super Built up area 2320(215.54 sq.m.)Carpet area: 1325 sq.ft. (123.1 sq.m.),3,4,3+,3.0,North-West,Relatively Old,2320.0,,1325.0,1,1,0,0,0,1,112,773.3333333333334
flat,pivotal devaan,sector 84,0.35,6003.0,583.0,Super Built up area 583(54.16 sq.m.),2,2,1,4.0,East,Relatively Old,583.0,,,0,0,0,0,0,1,37,291.5
flat,spaze privy,sector 72,1.9,9620.0,1975.0,Built Up area: 1975 (183.48 sq.m.),3,3,3,10.0,,Undefined,,1975.0,,0,0,0,0,0,1,0,658.3333333333334
flat,tulip violet,sector 69,1.6,10139.0,1578.0,Super Built up area 1578(146.6 sq.m.),3,3,2,0.0,South-West,Relatively Old,1578.0,,,0,0,0,1,0,1,49,526.0
flat,emaar mgf emerald floors premier,sector 65,2.35,14242.0,1650.0,Carpet area: 1650 (153.29 sq.m.),3,3,3,3.0,East,Relatively Old,,,1650.0,1,1,0,0,0,2,124,550.0
flat,emaar mgf emerald estate,sector 65,1.73,12401.0,1395.0,Super Built up area 1395(129.6 sq.m.),3,3,3,9.0,North-West,Relatively Old,1395.0,,,0,1,0,0,0,0,159,465.0
flat,tulsiani easy in homes,sohna road,0.4,7921.0,505.0,Carpet area: 505 (46.92 sq.m.),2,2,3,9.0,,Under Construction,,,505.0,0,0,0,0,0,1,36,252.5
flat,bsf chs,gwal pahari,0.95,5938.0,1600.0,Carpet area: 1600 (148.64 sq.m.),3,3,3,13.0,,Old property,,,1600.0,0,0,0,0,0,1,37,533.3333333333334
house,independent,sector 26,4.0,29630.0,1350.0,Plot area 150(125.42 sq.m.),4,4,3,2.0,North,Old property,,1350.0,,0,0,1,0,0,1,41,337.5
flat,bestech park view grand spa,sector 81,2.35,8835.0,2660.0,Super Built up area 2660(247.12 sq.m.)Carpet area: 2354 sq.ft. (218.69 sq.m.),3,4,3+,10.0,North-West,Relatively Old,2660.0,,2354.0,0,1,0,0,0,1,109,886.6666666666666
flat,antriksh heights,sector 84,0.94,6999.0,1343.0,Super Built up area 1350(125.42 sq.m.),3,2,3+,10.0,,New property,1350.0,,,1,0,0,0,0,2,89,447.6666666666667
house,independent,sector 45,7.35,29697.0,2475.0,Plot area 275(229.94 sq.m.),6,4,3+,3.0,North-East,Old property,,2475.0,,1,1,1,1,0,2,61,412.5
flat,tulip violet,sector 69,1.6,10139.0,1578.0,Super Built up area 1578(146.6 sq.m.),3,3,2,0.0,North-West,Relatively Old,1578.0,,,0,0,0,1,0,1,166,526.0
flat,kendriya vihar,sector 56,0.55,9016.0,610.0,Carpet area: 610 (56.67 sq.m.),1,2,1,0.0,,Old property,,,610.0,0,0,0,0,0,1,68,610.0
flat,dlf carlton estate,sector 43,2.0,14215.0,1407.0,Super Built up area 1407(130.71 sq.m.),3,3,2,5.0,South-West,Moderate Old,1407.0,,,0,0,0,0,0,1,65,469.0
flat,micasa sec 68,sohna road road,1.5,12245.0,1225.0,Carpet area: 1225 (113.81 sq.m.),2,2,3,11.0,,New property,,,1225.0,0,0,0,0,0,1,44,612.5
flat,emaar mgf the palm drive,sector 66,3.5,15902.0,2201.0,Super Built up area 2201(204.48 sq.m.)Built Up area: 2200 sq.ft. (204.39 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),3,3,2,4.0,South,Relatively Old,2201.0,2200.0,1800.0,1,0,0,0,0,1,89,733.6666666666666
flat,sare homes,sector 92,0.85,4786.0,1776.0,Super Built up area 1776(165 sq.m.),4,4,3,3.0,,Moderate Old,1776.0,,,0,0,0,0,0,1,0,444.0
house,independent,sector 50,13.2,27155.0,4861.0,Built Up area: 4861 (451.6 sq.m.),6,6,0,2.0,,Undefined,,4861.0,,0,0,0,0,0,1,0,810.1666666666666
flat,,sector 78,0.6,3692.0,1625.0,Built Up area: 1625 (150.97 sq.m.),2,2,0,,,Under Construction,,1625.0,,0,0,0,0,0,1,0,812.5
flat,ss,sector 85,2.09,7432.0,2812.0,Super Built up area 2812(261.24 sq.m.)Built Up area: 2600 sq.ft. (241.55 sq.m.)Carpet area: 2400 sq.ft. (222.97 sq.m.),4,4,3,8.0,South-East,Relatively Old,2812.0,2600.0,2400.0,1,1,0,1,0,1,49,703.0
flat,tulip violet,sector 69,1.9,9453.0,2010.0,Super Built up area 2010(186.74 sq.m.)Carpet area: 1500 sq.ft. (139.35 sq.m.),4,4,2,6.0,West,Relatively Old,2010.0,,1500.0,0,0,1,0,0,1,174,502.5
house,bestech park view aindependentda,sector 81,4.35,7937.0,5481.0,Plot area 5480(509.11 sq.m.),4,4,3,2.0,North,Relatively Old,,5480.0,,0,1,1,0,0,1,51,1370.25
flat,pioneer park,sector 61,2.0,11765.0,1700.0,Super Built up area 1700(157.94 sq.m.),3,3,3,24.0,North-West,Moderate Old,1700.0,,,0,0,0,0,0,2,75,566.6666666666666
flat,mahindra aura,sector 110,2.25,9267.0,2428.0,Super Built up area 2428(225.57 sq.m.)Built Up area: 2350 sq.ft. (218.32 sq.m.)Carpet area: 2050 sq.ft. (190.45 sq.m.),4,4,3+,2.0,South-West,Relatively Old,2428.0,2350.0,2050.0,0,1,0,0,0,1,152,607.0
flat,dlf the ultima,sector 81,2.25,10553.0,2132.0,Super Built up area 2132(198.07 sq.m.),3,3,3+,6.0,East,New property,2132.0,,,0,1,0,0,0,0,168,710.6666666666666
flat,emaar gurgaon greens,sector 102,1.49,9030.0,1650.0,Super Built up area 1650(153.29 sq.m.)Carpet area: 1022.58 sq.ft. (95 sq.m.),3,3,3,10.0,North-East,Relatively Old,1650.0,,1022.58,0,0,0,0,0,2,159,550.0
flat,umang winter hills,sector 77,0.8,5961.0,1342.0,Super Built up area 1342(124.68 sq.m.)Carpet area: 1000 sq.ft. (92.9 sq.m.),2,2,2,10.0,North,Relatively Old,1342.0,,1000.0,0,0,0,0,0,2,49,671.0
house,ansal sushant lok,sector 43,10.5,27911.0,3762.0,Plot area 418(349.5 sq.m.),4,4,2,,North-East,Old property,,3762.0,,0,1,0,0,0,1,59,940.5
flat,smart world one dxp,sector 113,3.45,13269.0,2600.0,Super Built up area 2600(241.55 sq.m.),4,4,3,11.0,South-East,Under Construction,2600.0,,,1,1,0,0,0,1,156,650.0
flat,dlf new town heights,sector 90,1.88,6894.0,2727.0,Super Built up area 2727(253.35 sq.m.)Built Up area: 2726 sq.ft. (253.25 sq.m.)Carpet area: 2725 sq.ft. (253.16 sq.m.),4,4,3+,20.0,South,Relatively Old,2727.0,2726.0,2725.0,0,1,0,1,0,1,145,681.75
flat,mapsko royale ville,sector 82,1.12,6257.0,1790.0,Super Built up area 1790(166.3 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3,3,2,12.0,North-East,Relatively Old,1790.0,,1400.0,0,0,0,1,0,1,49,596.6666666666666
flat,capital residences 360,sector 70a,1.1,7586.0,1450.0,Super Built up area 1450(134.71 sq.m.),2,2,2,10.0,South-East,Relatively Old,1450.0,,,1,0,0,0,0,1,42,725.0
flat,shree vardhman flora,sector 90,0.65,4815.0,1350.0,Super Built up area 1350(125.42 sq.m.),2,2,3,6.0,East,Relatively Old,1350.0,,,1,0,0,0,0,1,165,675.0
flat,ss the leaf,sector 85,1.09,6663.0,1636.0,Super Built up area 1640(152.36 sq.m.)Built Up area: 1475 sq.ft. (137.03 sq.m.)Carpet area: 1350 sq.ft. (125.42 sq.m.),2,2,3,5.0,North-East,Relatively Old,1640.0,1475.0,1350.0,0,0,0,0,0,1,49,818.0
flat,emaar palm gardens,sector 83,1.55,9012.0,1720.0,Super Built up area 1720(159.79 sq.m.)Built Up area: 1400 sq.ft. (130.06 sq.m.)Carpet area: 1095 sq.ft. (101.73 sq.m.),3,3,3,4.0,West,Relatively Old,1720.0,1400.0,1095.0,0,1,0,0,0,2,174,573.3333333333334
flat,sare crescent parc,sector 92,0.71,4934.0,1439.0,Carpet area: 1436 (133.41 sq.m.),3,3,2,6.0,,Relatively Old,,,1436.0,0,0,0,0,0,1,37,479.6666666666667
flat,m3m woodshire,sector 107,1.65,5961.0,2768.0,Super Built up area 2768(257.16 sq.m.),4,5,3+,12.0,North-West,Relatively Old,2768.0,,,0,1,0,0,0,1,21,692.0
flat,sare crescent parc,sector 92,0.66,4977.0,1326.0,Carpet area: 1326 (123.19 sq.m.),3,2,2,15.0,North,Relatively Old,,,1326.0,0,0,0,0,0,0,44,442.0
flat,corona gracieux,sector 76,0.75,5660.0,1325.0,Super Built up area 1325(123.1 sq.m.),2,2,3,13.0,,Relatively Old,1325.0,,,0,0,0,0,0,2,0,662.5
flat,cghs airport apartment,sector 47,1.65,7857.0,2100.0,Super Built up area 2100(195.1 sq.m.)Carpet area: 1720 sq.ft. (159.79 sq.m.),3,3,3,1.0,North-East,Old property,2100.0,,1720.0,0,0,0,0,1,2,136,700.0
flat,bptp terra,sector 37d,1.95,14444.0,1350.0,Super Built up area 2191(203.55 sq.m.)Built Up area: 1650 sq.ft. (153.29 sq.m.)Carpet area: 1350 sq.ft. (125.42 sq.m.),4,3,3,7.0,,Under Construction,2191.0,1650.0,1350.0,0,0,0,0,0,1,53,337.5
flat,511 sarahah tower,sector 12,0.6,8333.0,720.0,Carpet area: 720 (66.89 sq.m.),2,2,1,0.0,,New property,,,720.0,0,0,0,1,0,0,0,360.0
flat,mvn athens,sohna road,0.24,4211.0,570.0,Super Built up area 570(52.95 sq.m.),2,2,1,12.0,,Relatively Old,570.0,,,0,0,0,0,0,1,38,285.0
flat,shree vardhman flora,sector 90,0.86,6255.0,1375.0,Super Built up area 1950(181.16 sq.m.)Built Up area: 1525 sq.ft. (141.68 sq.m.)Carpet area: 1375 sq.ft. (127.74 sq.m.),3,4,3,0.0,North,Relatively Old,1950.0,1525.0,1375.0,0,1,0,0,0,2,84,458.3333333333333
flat,dlf the skycourt,sector 86,1.55,8031.0,1930.0,Super Built up area 1930(179.3 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1350 sq.ft. (125.42 sq.m.),3,3,1,12.0,North-East,Relatively Old,1930.0,1900.0,1350.0,0,0,0,1,0,2,153,643.3333333333334
flat,bestech park view sanskruti,sector 92,1.68,11053.0,1520.0,Super Built up area 2120(196.95 sq.m.)Carpet area: 1520 sq.ft. (141.21 sq.m.),3,4,3+,15.0,East,Relatively Old,2120.0,,1520.0,0,1,0,0,0,2,174,506.6666666666667
house,huda housing board colony,sector 31,4.6,31507.0,1460.0,Plot area 1460(135.64 sq.m.),2,4,3+,3.0,East,Old property,,1460.0,,0,0,0,0,1,1,8,730.0
flat,mapsko mount ville,sector 79,1.2,8054.0,1490.0,Super Built up area 1490(138.43 sq.m.)Carpet area: 1163.91 sq.ft. (108.13 sq.m.),3,3,3,9.0,South,Relatively Old,1490.0,,1163.91,1,0,0,0,0,2,104,496.6666666666667
flat,proxima tower,sector 37c,0.6,4601.0,1304.0,Super Built up area 1304(121.15 sq.m.),2,2,3,5.0,,Under Construction,1304.0,,,1,0,0,1,0,1,55,652.0
flat,la vida by tata housing,sector 113,2.45,11051.0,2217.0,Super Built up area 2217(205.97 sq.m.)Built Up area: 1890 sq.ft. (175.59 sq.m.)Carpet area: 1680 sq.ft. (156.08 sq.m.),3,3,3+,3.0,North-East,Relatively Old,2217.0,1890.0,1680.0,1,0,0,0,0,1,174,739.0
flat,gls arawali homes,sohna road,0.35,7000.0,500.0,Super Built up area 567(52.68 sq.m.)Built Up area: 556 sq.ft. (51.65 sq.m.)Carpet area: 500 sq.ft. (46.45 sq.m.),2,2,2,5.0,,Relatively Old,567.0,556.0,500.0,0,0,0,0,0,1,30,250.0
flat,m3m heights,sector 65,3.67,17990.0,2040.0,Super Built up area 2040(189.52 sq.m.),3,3,2,27.0,,Under Construction,2040.0,,,0,1,0,0,0,1,43,680.0
flat,green court,sector 90,0.38,5507.0,690.0,Carpet area: 690 (64.1 sq.m.),2,2,1,7.0,,Under Construction,,,690.0,0,0,0,0,0,1,35,345.0
house,international city by sobha phase 2,sector 109,11.25,25000.0,4500.0,Plot area 500(418.06 sq.m.),7,5,3+,4.0,North-East,Relatively Old,,4500.0,,1,1,0,1,0,1,42,642.8571428571429
flat,ss,sector 85,1.98,8223.0,2408.0,Super Built up area 2408(223.71 sq.m.)Built Up area: 2300 sq.ft. (213.68 sq.m.)Carpet area: 2200 sq.ft. (204.39 sq.m.),3,4,3,6.0,West,Relatively Old,2408.0,2300.0,2200.0,0,0,0,0,0,1,42,802.6666666666666
flat,raheja navodaya,sector 92,0.85,5407.0,1572.0,Super Built up area 1572(146.04 sq.m.),3,3,0,0.0,East,Relatively Old,1572.0,,,0,0,0,0,0,1,88,524.0
house,independent,sector 28,11.75,41315.0,2844.0,Plot area 316(264.22 sq.m.),4,5,3+,4.0,East,Relatively Old,,2844.0,,1,1,1,0,0,2,54,711.0
flat,ats tourmaline,sector 109,1.75,8140.0,2150.0,Super Built up area 2150(199.74 sq.m.)Built Up area: 1797 sq.ft. (166.95 sq.m.),3,4,3+,7.0,North-East,Relatively Old,2150.0,1797.0,,0,1,0,0,0,1,165,716.6666666666666
flat,orris aster court premier,sector 85,1.2,5660.0,2120.0,Super Built up area 2120(196.95 sq.m.)Built Up area: 1650 sq.ft. (153.29 sq.m.)Carpet area: 1550 sq.ft. (144 sq.m.),3,4,2,6.0,North-East,Relatively Old,2120.0,1650.0,1550.0,0,1,0,0,0,1,28,706.6666666666666
flat,paras dews,sector 106,1.13,6406.0,1764.0,Super Built up area 1760(163.51 sq.m.)Built Up area: 1186 sq.ft. (110.18 sq.m.)Carpet area: 1130 sq.ft. (104.98 sq.m.),3,4,3+,18.0,North-West,Relatively Old,1760.0,1186.0,1130.0,1,1,0,0,0,1,49,588.0
house,vatika india next,sector 82,7.0,21605.0,3240.0,Plot area 360(33.45 sq.m.)Built Up area: 3900 sq.ft. (362.32 sq.m.)Carpet area: 3743 sq.ft. (347.74 sq.m.),4,4,3+,3.0,North-East,Relatively Old,,3900.0,3743.0,0,1,0,0,0,0,105,810.0
house,vipul tatvam villa,sector 48,18.5,26429.0,7000.0,Plot area 7000(650.32 sq.m.),4,4,1,1.0,,Moderate Old,,7000.0,,0,0,0,0,0,1,30,1750.0
house,independent,sector 4,0.61,11111.0,549.0,Plot area 61(5.67 sq.m.),2,2,2,2.0,South-East,Moderate Old,,61.0,,0,0,0,0,1,1,14,274.5
flat,sare green parc 2,sector 92,0.61,4837.0,1261.0,Super Built up area 1261(117.15 sq.m.),3,2,2,6.0,,Under Construction,1261.0,,,0,0,0,0,1,1,0,420.3333333333333
flat,dlf regal gardens,sector 90,1.26,7636.0,1650.0,Super Built up area 1744(162.02 sq.m.)Built Up area: 1650 sq.ft. (153.29 sq.m.),3,3,2,12.0,North,Relatively Old,1744.0,1650.0,,0,0,0,0,1,1,8,550.0
flat,bhagwati sadan,sector 12,1.15,5750.0,2000.0,Super Built up area 2500(232.26 sq.m.)Built Up area: 2000 sq.ft. (185.81 sq.m.)Carpet area: 1750 sq.ft. (162.58 sq.m.),3,4,2,2.0,,Old property,2500.0,2000.0,1750.0,1,1,0,0,1,2,28,666.6666666666666
flat,dlf 76,sector 76,4.0,11429.0,3500.0,Carpet area: 3500 (325.16 sq.m.),4,4,2,4.0,,Under Construction,,,3500.0,1,1,0,0,0,2,101,875.0
flat,chintamani,sector 103,1.57,8509.0,1845.0,Built Up area: 1845 (171.41 sq.m.)Carpet area: 1350 sq.ft. (125.42 sq.m.),3,3,3,1.0,North-East,Undefined,,1845.0,1350.0,0,0,0,0,0,1,0,615.0
flat,tulip violet,sector 69,1.31,8518.0,1538.0,Super Built up area 1538(142.88 sq.m.),3,3,2,12.0,East,Relatively Old,1538.0,,,0,0,0,1,0,2,174,512.6666666666666
flat,tulip violet,sector 69,1.75,8883.0,1970.0,Super Built up area 1970(183.02 sq.m.),4,4,1,12.0,North-West,Relatively Old,1970.0,,,0,0,0,0,0,1,86,492.5
flat,experion the heartsong,sector 108,0.87,11853.0,734.0,Super Built up area 1283(119.19 sq.m.)Built Up area: 978.23 sq.ft. (90.88 sq.m.)Carpet area: 734.43 sq.ft. (68.23 sq.m.),2,3,3,2.0,South-West,Relatively Old,1283.0,978.23,734.43,0,1,0,0,0,2,123,367.0
house,independent,sector 11,1.2,4444.0,2700.0,Built Up area: 300 (250.84 sq.m.),7,3,0,3.0,,Undefined,,300.0,,0,0,0,0,0,1,0,385.7142857142857
flat,mapsko royale ville,sector 82,0.99,5531.0,1790.0,Super Built up area 1790(166.3 sq.m.),3,4,2,14.0,South-West,New property,1790.0,,,0,1,0,0,0,1,95,596.6666666666666
flat,the rama apartment cghs,sector 43,2.5,10204.0,2450.0,Carpet area: 2450 (227.61 sq.m.),4,4,3+,4.0,East,Moderate Old,,,2450.0,0,1,0,0,0,1,26,612.5
flat,umang monsoon breeze,sector 78,0.8,4837.0,1654.0,Super Built up area 1654(153.66 sq.m.)Built Up area: 1472 sq.ft. (136.75 sq.m.)Carpet area: 1310 sq.ft. (121.7 sq.m.),3,2,2,7.0,South,Moderate Old,1654.0,1472.0,1310.0,0,0,0,1,0,1,102,551.3333333333334
flat,ats triumph,sector 104,2.62,8317.0,3150.0,Super Built up area 3150(292.64 sq.m.),4,4,3+,14.0,North,Relatively Old,3150.0,,,0,1,0,0,0,1,174,787.5
flat,tata gurgaon gateway,sector 113,1.75,10442.0,1676.0,Super Built up area 1580(146.79 sq.m.),2,2,2,10.0,North,Relatively Old,1580.0,,,1,0,0,0,0,1,104,838.0
flat,shree vardhman flora,sector 90,0.66,5077.0,1300.0,Super Built up area 1300(120.77 sq.m.)Carpet area: 960 sq.ft. (89.19 sq.m.),2,2,3,4.0,North-East,Relatively Old,1300.0,,960.0,1,0,0,0,0,1,119,650.0
flat,krisumi waterfall residences,sector 36a,2.2,14875.0,1479.0,Super Built up area 1479(137.4 sq.m.),2,2,2,23.0,North,New property,1479.0,,,0,0,0,0,0,1,15,739.5
flat,m3m woodshire,sector 107,0.94,6881.0,1366.0,Super Built up area 1366(126.91 sq.m.),2,2,3+,1.0,East,Moderate Old,1366.0,,,0,0,0,0,0,1,113,683.0
flat,oriental valley chs,sector 9a,1.5,8108.0,1850.0,Carpet area: 1850 (171.87 sq.m.),4,3,3+,8.0,,Moderate Old,,,1850.0,0,0,0,0,0,1,35,462.5
house,vipul tatvam villa,sector 48,7.65,19125.0,4000.0,Built Up area: 4000 (371.61 sq.m.),4,4,3,2.0,North-East,Moderate Old,,4000.0,,1,1,0,0,1,1,49,1000.0
flat,smart world orchard,sector 61,2.41,14785.0,1630.0,Built Up area: 1630 (151.43 sq.m.)Carpet area: 1625 sq.ft. (150.97 sq.m.),3,3,3,2.0,East,New property,,1630.0,1625.0,0,0,0,0,0,1,61,543.3333333333334
flat,hcbs sports ville,sohna road,0.2,4219.0,474.0,Built Up area: 473.99 (44.04 sq.m.),1,1,1,3.0,East,New property,,474.042156,,0,0,0,0,0,1,71,474.0
house,independent,sector 26,9.0,33333.0,2700.0,Plot area 300(250.84 sq.m.),5,5,2,3.0,South-West,Old property,,2700.0,,1,1,1,1,0,0,110,540.0
flat,bptp terra,sector 37d,1.98,9037.0,2191.0,Super Built up area 2191(203.55 sq.m.),3,3,3+,12.0,North-East,New property,2191.0,,,1,0,0,0,0,2,49,730.3333333333334
house,independent,sector 26,23.0,25556.0,9000.0,Plot area 1000(836.13 sq.m.),4,4,3+,2.0,South-West,Relatively Old,,9000.0,,1,1,1,1,0,2,145,2250.0
flat,bestech park view spa next,sector 67,3.32,12600.0,2635.0,Super Built up area 2635(244.8 sq.m.),4,5,3+,12.0,West,Moderate Old,2635.0,,,0,1,0,0,0,2,174,658.75
flat,vatika india next,sector 82,0.8,6426.0,1245.0,Carpet area: 1245 (115.66 sq.m.),2,2,3,9.0,,Undefined,,,1245.0,0,0,0,0,0,1,0,622.5
flat,smart world orchard,sector 61,2.3,14110.0,1630.0,Super Built up area 1630(151.43 sq.m.),3,3,2,2.0,,Under Construction,1630.0,,,1,0,0,0,0,1,79,543.3333333333334
flat,m3m soulitude,sector 89,1.33,16986.0,783.0,Built Up area: 1423 (132.2 sq.m.)Carpet area: 783 sq.ft. (72.74 sq.m.),3,3,3,4.0,North-West,Under Construction,,1423.0,783.0,1,0,0,0,0,1,125,261.0
flat,ss the leaf,sector 85,2.7,7754.0,3482.0,Super Built up area 3482(323.49 sq.m.),4,4,3+,23.0,,New property,3482.0,,,0,0,0,0,0,1,21,870.5
house,independent,sector 39,7.0,10000.0,7000.0,Plot area 350(32.52 sq.m.)Built Up area: 7000 sq.ft. (650.32 sq.m.),10,11,3+,4.0,South-East,Relatively Old,,7000.0,,0,0,0,1,0,2,38,700.0
flat,ramprastha skyz,sector 37d,1.0,4943.0,2023.0,Super Built up area 2025(188.13 sq.m.),3,5,3,11.0,,Under Construction,2025.0,,,0,1,0,0,1,1,8,674.3333333333334
flat,godrej oasis,sector 88a,1.4,7568.0,1850.0,Super Built up area 1850(171.87 sq.m.),3,3,3+,4.0,East,Relatively Old,1850.0,,,0,0,0,0,0,2,38,616.6666666666666
flat,unitech harmony,sector 50,2.6,9591.0,2711.0,Super Built up area 2711(251.86 sq.m.)Built Up area: 2700 sq.ft. (250.84 sq.m.)Carpet area: 2200 sq.ft. (204.39 sq.m.),3,4,2,15.0,North-East,Relatively Old,2711.0,2700.0,2200.0,0,1,0,0,1,2,174,903.6666666666666
